   ,,日期,时间,业务量
4186,,20200127,430,11798
4187,,20200127,500,12174
4188,,20200127,530,14119
4189,,20200127,600,17036
4190,,20200127,630,23196
4191,,20200127,700,40314
4192,,20200127,730,52183
4193,,20200127,800,81273
4194,,20200127,830,93742
4195,,20200127,900,112387
4196,,20200127,930,124987
4197,,20200127,1000,138117
4198,,20200127,1030,145157
4199,,20200127,1100,142268
4200,,20200127,1130,115450
4201,,20200127,1200,113065
4202,,20200127,1230,115790
4203,,20200127,1300,117134
4204,,20200127,1330,119508
4205,,20200127,1400,119240
4206,,20200127,1430,117147
4207,,20200127,1500,117047
4208,,20200127,1530,105837
4209,,20200127,1600,98712
4210,,20200127,1630,104913
4211,,20200127,1700,105251
4212,,20200127,1730,107695
4213,,20200127,1800,107924
4214,,20200127,1830,113864
4215,,20200127,1900,119956
4216,,20200127,1930,124138
4217,,20200127,2000,129545
4218,,20200127,2030,126150
4219,,20200127,2100,106499
4220,,20200127,2130,116243
4221,,20200127,2200,117996
4222,,20200127,2230,97996
4223,,20200127,2300,81234
4224,,20200127,2330,71501
4225,,20200128,0,81113
4226,,20200128,30,55914
4227,,20200128,100,50589
4228,,20200128,130,35487
4229,,20200128,200,23708
4230,,20200128,230,20230
4231,,20200128,300,15748
4232,,20200128,330,13782
4233,,20200128,400,12377
4234,,20200128,430,10810
4235,,20200128,500,11941
4236,,20200128,530,12152
4237,,20200128,600,15506
4238,,20200128,630,20895
4239,,20200128,700,35574
4240,,20200128,730,47180
4241,,20200128,800,73915
4242,,20200128,830,97495
4243,,20200128,900,113645
4244,,20200128,930,117038
4245,,20200128,1000,141145
4246,,20200128,1030,141435
4247,,20200128,1100,132339
4248,,20200128,1130,129106
4249,,20200128,1200,129490
4250,,20200128,1230,123157
4251,,20200128,1300,115010
4252,,20200128,1330,108845
4253,,20200128,1400,115989
4254,,20200128,1430,105435
4255,,20200128,1500,106781
4256,,20200128,1530,99523
4257,,20200128,1600,98075
4258,,20200128,1630,99290
4259,,20200128,1700,99994
4260,,20200128,1730,95430
4261,,20200128,1800,97489
4262,,20200128,1830,99700
4263,,20200128,1900,109115
4264,,20200128,1930,110849
4265,,20200128,2000,121341
4266,,20200128,2030,103909
4267,,20200128,2100,111810
4268,,20200128,2130,111903
4269,,20200128,2200,111649
4270,,20200128,2230,89539
4271,,20200128,2300,72079
4272,,20200128,2330,69130
4273,,20200129,0,73211
4274,,20200129,30,53395
4275,,20200129,100,38931
4276,,20200129,130,28781
4277,,20200129,200,23691
4278,,20200129,230,18995
4279,,20200129,300,15697
4280,,20200129,330,13569
4281,,20200129,400,11678
4282,,20200129,430,11160
4283,,20200129,500,11840
4284,,20200129,530,12510
4285,,20200129,600,14772
4286,,20200129,630,20841
4287,,20200129,700,33207
4288,,20200129,730,46168
4289,,20200129,800,67976
4290,,20200129,830,89905
4291,,20200129,900,101434
4292,,20200129,930,113429
4293,,20200129,1000,127874
4294,,20200129,1030,134704
4295,,20200129,1100,135453
4296,,20200129,1130,124291
4297,,20200129,1200,122445
4298,,20200129,1230,120276
4299,,20200129,1300,119017
4300,,20200129,1330,109241
4301,,20200129,1400,109325
4302,,20200129,1430,107432
4303,,20200129,1500,106272
4304,,20200129,1530,104368
4305,,20200129,1600,93183
4306,,20200129,1630,100159
4307,,20200129,1700,108729
4308,,20200129,1730,118062
4309,,20200129,1800,110017
4310,,20200129,1830,109798
4311,,20200129,1900,120671
4312,,20200129,1930,124303
4313,,20200129,2000,125885
4314,,20200129,2030,119628
4315,,20200129,2100,125788
4316,,20200129,2130,113921
4317,,20200129,2200,107615
4318,,20200129,2230,82884
4319,,20200129,2300,74754
4320,,20200129,2330,69604
4321,,20200130,0,86221
4322,,20200130,30,52935
4323,,20200130,100,45602
4324,,20200130,130,34093
4325,,20200130,200,28167
4326,,20200130,230,21080
4327,,20200130,300,18876
4328,,20200130,330,16596
4329,,20200130,400,14991
4330,,20200130,430,14079
4331,,20200130,500,14356
4332,,20200130,530,15042
4333,,20200130,600,18006
4334,,20200130,630,23428
4335,,20200130,700,36393
4336,,20200130,730,50155
4337,,20200130,800,69865
4338,,20200130,830,89578
4339,,20200130,900,106264
4340,,20200130,930,118298
4341,,20200130,1000,146258
4342,,20200130,1030,141426
4343,,20200130,1100,154804
4344,,20200130,1130,137402
4345,,20200130,1200,128847
4346,,20200130,1230,125528
4347,,20200130,1300,120798
4348,,20200130,1330,125666
4349,,20200130,1400,121995
4350,,20200130,1430,117036
4351,,20200130,1500,110872
4352,,20200130,1530,113336
4353,,20200130,1600,109535
4354,,20200130,1630,106329
4355,,20200130,1700,103009
4356,,20200130,1730,99598
4357,,20200130,1800,108795
4358,,20200130,1830,110475
4359,,20200130,1900,116831
4360,,20200130,1930,124398
4361,,20200130,2000,130782
4362,,20200130,2030,130080
4363,,20200130,2100,126859
4364,,20200130,2130,115826
4365,,20200130,2200,113487
4366,,20200130,2230,91813
4367,,20200130,2300,87174
4368,,20200130,2330,80597
4369,,20200131,0,101587
4370,,20200131,30,65705
4371,,20200131,100,45822
4372,,20200131,130,35836
4373,,20200131,200,28303
4374,,20200131,230,20973
4375,,20200131,300,18401
4376,,20200131,330,15359
4377,,20200131,400,14269
4378,,20200131,430,12551
4379,,20200131,500,12425
4380,,20200131,530,13189
4381,,20200131,600,16593
4382,,20200131,630,23632
4383,,20200131,700,42652
4384,,20200131,730,57926
4385,,20200131,800,80177
4386,,20200131,830,99615
4387,,20200131,900,133843
4388,,20200131,930,142011
4389,,20200131,1000,148075
4390,,20200131,1030,150080
4391,,20200131,1100,152621
4392,,20200131,1130,137003
4393,,20200131,1200,149204
4394,,20200131,1230,154049
4395,,20200131,1300,133204
4396,,20200131,1330,126020
4397,,20200131,1400,124128
4398,,20200131,1430,115618
4399,,20200131,1500,113487
4400,,20200131,1530,110347
4401,,20200131,1600,109172
4402,,20200131,1630,110912
4403,,20200131,1700,108876
4404,,20200131,1730,106565
4405,,20200131,1800,113235
4406,,20200131,1830,118767
4407,,20200131,1900,119502
4408,,20200131,1930,128822
4409,,20200131,2000,121946
4410,,20200131,2030,129964
4411,,20200131,2100,128501
4412,,20200131,2130,118808
4413,,20200131,2200,124803
4414,,20200131,2230,112005
4415,,20200131,2300,88709
4416,,20200131,2330,73264
